id,season_id,player_id,correct_scores,points,created_at
0060f3dd-96c7-46e8-a5f8-eec5213e65a3,27404307-72b4-4518-a32c-ce15384915d9,298651b6-b5d4-4875-a636-799edae79a84,24,171,2026-04-20 23:41:11.477457+00
01ae6ca3-e7bf-4a67-af89-0e0fa12545c9,27404307-72b4-4518-a32c-ce15384915d9,49f48e02-6af0-4107-8f27-29f67efc4c3a,28,226,2026-04-20 23:41:11.477457+00
01cd1969-9f43-41e0-83cf-db83a1baebd8,27404307-72b4-4518-a32c-ce15384915d9,ceb258ce-454a-4b5f-9321-73fd28390495,29,208,2026-04-20 23:41:11.477457+00
09a939f7-4bac-4d68-8403-11cbe8d7a7a4,27404307-72b4-4518-a32c-ce15384915d9,71913bf1-3c89-4850-a771-b807bac56136,27,207,2026-04-20 23:41:11.477457+00
118c6990-4351-4ddb-bd1b-1e9709b8928d,27404307-72b4-4518-a32c-ce15384915d9,eb3628cb-9a74-4281-bc9f-ebff66ae268e,29,177,2026-04-20 23:41:11.477457+00
1efe384a-b946-4ca1-945e-c5b489213b11,27404307-72b4-4518-a32c-ce15384915d9,6e5a68ef-c26c-4776-8f8c-7f3c22bc3f06,29,222,2026-04-20 23:41:11.477457+00
25b7692c-45c4-4f51-85b3-fb70c4e75a2b,27404307-72b4-4518-a32c-ce15384915d9,e2ffaf02-f17f-4be3-b3ee-651d39315af1,27,212,2026-04-20 23:41:11.477457+00
2d55b0d5-24ca-4f15-ab24-42ac7739478a,27404307-72b4-4518-a32c-ce15384915d9,f9410110-ec63-4a83-ad54-2b5df48b9140,23,207,2026-04-20 23:41:11.477457+00
3278c6c6-e880-40d0-9858-6f0d002c60aa,27404307-72b4-4518-a32c-ce15384915d9,b782ca87-97a5-4e94-96b3-fda9d7a93d5d,34,233,2026-04-20 23:41:11.477457+00
39397712-cf89-4a51-a256-0f3f9590e959,27404307-72b4-4518-a32c-ce15384915d9,857f0ddb-bbf7-490f-89e7-c393913d1937,22,203,2026-04-20 23:41:11.477457+00
399cc7ba-e8ad-417b-ad33-580afbe5a86c,27404307-72b4-4518-a32c-ce15384915d9,182f8371-048a-4f6e-b95d-149f368c3c44,26,182,2026-04-20 23:41:11.477457+00
3d7da05c-8e37-4bc5-a796-7366a870c2f7,27404307-72b4-4518-a32c-ce15384915d9,e28417e9-f154-4f39-bf0d-86cb6a1abc32,18,194,2026-04-20 23:41:11.477457+00
5b615fe3-49d5-44e7-b703-21760d06ea6e,27404307-72b4-4518-a32c-ce15384915d9,a98cac4a-9401-4a97-b8e6-93a7caee47e9,40,252,2026-04-20 23:41:11.477457+00
62c767c6-46e8-4a5f-acac-b53b5f0a7f5d,27404307-72b4-4518-a32c-ce15384915d9,c4d0c372-0a8c-445d-9994-fe871e8eb544,29,206,2026-04-20 23:41:11.477457+00
