id,season_id,player_id,correct_scores,points,created_at
00e5f188-8f9c-48e5-ac83-eb63a6b8d5e6,27404307-72b4-4518-a32c-ce15384915d9,c2011527-da58-4568-97f9-ec5c223ead8e,31,226,2026-05-24 18:29:01.160391+00
0409de05-af71-48ef-9cf7-9d866b9fc97e,27404307-72b4-4518-a32c-ce15384915d9,b782ca87-97a5-4e94-96b3-fda9d7a93d5d,41,277,2026-05-24 18:29:01.160391+00
06406cc5-1aa6-4c73-9d83-7e9a9f7fd623,27404307-72b4-4518-a32c-ce15384915d9,584d969b-f2c5-4e89-a226-9d5d47bebe23,26,235,2026-05-24 18:29:01.160391+00
100c9487-8206-4e1b-922e-e1594bdd7145,27404307-72b4-4518-a32c-ce15384915d9,eb3628cb-9a74-4281-bc9f-ebff66ae268e,30,193,2026-05-24 18:29:01.160391+00
13714f4d-6213-4606-819c-a837ca1aac0b,27404307-72b4-4518-a32c-ce15384915d9,c4d0c372-0a8c-445d-9994-fe871e8eb544,32,234,2026-05-24 18:29:01.160391+00
1e0c7b9a-7892-4a10-a8b2-fb43ec367527,27404307-72b4-4518-a32c-ce15384915d9,6a57188f-50ad-4d66-88e5-64236a293c32,29,250,2026-05-24 18:29:01.160391+00
2244c16b-dcc8-489d-8fb5-6789ddb14832,27404307-72b4-4518-a32c-ce15384915d9,4f4c26c5-21c6-4a45-b9ab-141ea2936063,25,225,2026-05-24 18:29:01.160391+00
2df85281-e27c-4e4a-976c-4f15b186becf,27404307-72b4-4518-a32c-ce15384915d9,eff7bddc-a865-47c4-95fb-fe4116d8c288,33,244,2026-05-24 18:29:01.160391+00
30ff3bed-80bf-41c8-9c24-692e5592440c,27404307-72b4-4518-a32c-ce15384915d9,c8b7ea0d-f644-44ff-b89b-a0e352ff3cec,38,267,2026-05-24 18:29:01.160391+00
311ce018-7aed-47a7-9401-6a751645e3a7,27404307-72b4-4518-a32c-ce15384915d9,e04c559e-ca37-400e-b70d-64cc03eb3361,27,236,2026-05-24 18:29:01.160391+00
4b2c6e95-979f-4e94-b19c-2a30dffcf02b,27404307-72b4-4518-a32c-ce15384915d9,857f0ddb-bbf7-490f-89e7-c393913d1937,22,221,2026-05-24 18:29:01.160391+00
4dfceb8b-01c0-4de2-a7f4-828570a38fb2,27404307-72b4-4518-a32c-ce15384915d9,71913bf1-3c89-4850-a771-b807bac56136,29,228,2026-05-24 18:29:01.160391+00
58621320-2b44-4e38-85c4-e912f52b015b,27404307-72b4-4518-a32c-ce15384915d9,95f43b8d-de0d-4dd2-a9bb-0cdfe02e247a,31,246,2026-05-24 18:29:01.160391+00
5995be66-5bd5-45ee-95cb-20e709f21524,27404307-72b4-4518-a32c-ce15384915d9,6bf245f8-9743-4b7b-ab78-dc0cdd591c6c,37,263,2026-05-24 18:29:01.160391+00
5cdca8d3-cbc1-4246-b23f-1627b9b61354,27404307-72b4-4518-a32c-ce15384915d9,8ed10184-c01b-4913-be71-bf7b48b8163a,27,216,2026-05-24 18:29:01.160391+00
7b8168b6-5cf5-4809-b83e-6944e511d9df,27404307-72b4-4518-a32c-ce15384915d9,298651b6-b5d4-4875-a636-799edae79a84,25,188,2026-05-24 18:29:01.160391+00
7decc7f4-41d6-430a-b05a-87474eede116,27404307-72b4-4518-a32c-ce15384915d9,30bc182e-979b-4f58-b596-67c45a4d2faf,2,7,2026-05-24 18:29:01.160391+00
93e4b109-43fd-4e15-91b5-fcbd9c36602c,27404307-72b4-4518-a32c-ce15384915d9,abe5e91c-2516-47f8-98a7-2b1e70ab13b1,38,250,2026-05-24 18:29:01.160391+00
967f0e83-8f73-425c-9ee3-b2ae18131ece,27404307-72b4-4518-a32c-ce15384915d9,f9aa08c8-da66-4064-a39a-3225dadaa1d0,21,230,2026-05-24 18:29:01.160391+00
97f63ca9-2b66-4b01-9df1-5d3f855a313d,27404307-72b4-4518-a32c-ce15384915d9,ceb258ce-454a-4b5f-9321-73fd28390495,34,240,2026-05-24 18:29:01.160391+00
9b4f9b26-2d48-45bd-a176-c4e93eaa40d8,27404307-72b4-4518-a32c-ce15384915d9,7151cae2-f54e-4f88-9e6a-8ab7fe755160,26,232,2026-05-24 18:29:01.160391+00
9c10062b-176e-4a51-9b92-0a8e7ae9d15a,27404307-72b4-4518-a32c-ce15384915d9,6e5a68ef-c26c-4776-8f8c-7f3c22bc3f06,32,257,2026-05-24 18:29:01.160391+00
a4709c16-f7a7-435f-8025-84a8cfa7aaa1,27404307-72b4-4518-a32c-ce15384915d9,e2ffaf02-f17f-4be3-b3ee-651d39315af1,29,237,2026-05-24 18:29:01.160391+00
b5cbf14c-cc1e-4e3a-b5e3-93488210d55c,27404307-72b4-4518-a32c-ce15384915d9,78c6e1c2-6f06-4cf7-8a82-54f62c0e9504,29,252,2026-05-24 18:29:01.160391+00
b79ef478-9795-4647-b2b8-e44c01038788,27404307-72b4-4518-a32c-ce15384915d9,46a30c5e-11ff-4c44-aa31-29a606850f82,28,222,2026-05-24 18:29:01.160391+00
