id,season_id,player_id,correct_scores,points,created_at
053d22d8-676b-48dc-9b53-ca8a2b2dc9d5,27404307-72b4-4518-a32c-ce15384915d9,a98cac4a-9401-4a97-b8e6-93a7caee47e9,32,187,2026-02-08 20:06:14.781516+00
0577832c-8c41-495c-93df-66ca18474a3b,27404307-72b4-4518-a32c-ce15384915d9,584d969b-f2c5-4e89-a226-9d5d47bebe23,14,141,2026-02-08 20:06:14.781516+00
0812cd08-20c7-462a-a4a6-a89648d851de,27404307-72b4-4518-a32c-ce15384915d9,7151cae2-f54e-4f88-9e6a-8ab7fe755160,16,147,2026-02-08 20:06:14.781516+00
0b81a471-773b-4d98-a397-65d5fd028150,27404307-72b4-4518-a32c-ce15384915d9,6e5a68ef-c26c-4776-8f8c-7f3c22bc3f06,21,166,2026-02-08 20:06:14.781516+00
0db2cb96-3e45-4d0c-8b23-0fe48182c584,27404307-72b4-4518-a32c-ce15384915d9,3d18f1c8-de23-4c6d-b843-8241da5d994e,32,178,2026-02-08 20:06:14.781516+00
0ffaccd8-13cd-47db-a91a-9b00ccdc414b,27404307-72b4-4518-a32c-ce15384915d9,c8b7ea0d-f644-44ff-b89b-a0e352ff3cec,27,184,2026-02-08 20:06:14.781516+00
1086266b-8af8-48eb-a2da-b07a7101c705,27404307-72b4-4518-a32c-ce15384915d9,6a57188f-50ad-4d66-88e5-64236a293c32,16,143,2026-02-08 20:06:14.781516+00
20047fde-4c7f-4bda-8072-06fb06c90d69,27404307-72b4-4518-a32c-ce15384915d9,4f4c26c5-21c6-4a45-b9ab-141ea2936063,21,148,2026-02-08 20:06:14.781516+00
234c4b18-ba5a-46a3-818b-5acee11904b4,27404307-72b4-4518-a32c-ce15384915d9,f9410110-ec63-4a83-ad54-2b5df48b9140,17,148,2026-02-08 20:06:14.781516+00
32af3664-95a5-4031-bc89-aa3e149af26a,27404307-72b4-4518-a32c-ce15384915d9,46a30c5e-11ff-4c44-aa31-29a606850f82,16,126,2026-02-08 20:06:14.781516+00
3748d299-2c3f-4be2-a011-22ab7c98cf95,27404307-72b4-4518-a32c-ce15384915d9,e28417e9-f154-4f39-bf0d-86cb6a1abc32,14,147,2026-02-08 20:06:14.781516+00
