id,round_id,fixture_number,player1_id,player2_id,winner_id,created_at
53ffa13d-725a-44ed-bef5-cd36c06069a4,d529b023-bb15-4aa1-b871-9ee09b27d288,2,e2ffaf02-f17f-4be3-b3ee-651d39315af1,eff7bddc-a865-47c4-95fb-fe4116d8c288,eff7bddc-a865-47c4-95fb-fe4116d8c288,2026-01-05 19:00:21.955+00
6c309583-f61b-4188-a109-0d5269e8f4e0,d529b023-bb15-4aa1-b871-9ee09b27d288,1,857f0ddb-bbf7-490f-89e7-c393913d1937,f3b179ce-265d-4bf0-8c6c-a641504ea802,857f0ddb-bbf7-490f-89e7-c393913d1937,2026-01-05 19:00:21.955+00
