id,season_id,round_number,round_name,game_week_id,is_complete,created_at
96abc6de-caa6-45cf-9094-20c65b85c551,27404307-72b4-4518-a32c-ce15384915d9,2,Round 2,634bef0a-8a4f-4bb4-a7cc-79a5ec61e5cb,true,2025-12-16 02:01:09.510491+00
b6cb1a95-0b7a-4320-bbbf-7227e9d4de42,27404307-72b4-4518-a32c-ce15384915d9,1,Round 1,d7a991ce-94f4-44a6-9e3a-bda9babd7e11,true,2025-12-01 00:35:34.583424+00
c405de58-68e9-4325-b6f5-181c5a285f51,27404307-72b4-4518-a32c-ce15384915d9,3,Round 3,b8e9c830-4504-4e15-9aba-2cf1e3b2de9d,true,2025-12-29 01:20:00.216865+00
fab7f553-3645-47d6-8e5d-08bcb55c34ad,27404307-72b4-4518-a32c-ce15384915d9,4,Round 4,976d2b52-ae86-4db2-a398-bb57fbbaeb87,false,2026-01-12 01:19:27.072248+00
