id,name,start_date,end_date,host_id,created_at
27404307-72b4-4518-a32c-ce15384915d9,"The George Predictions 2025/26 ",2025-08-10,2026-05-30,3d18f1c8-de23-4c6d-b843-8241da5d994e,2025-08-07 13:49:17.258346
