id,season_id,player_id,correct_scores,points,created_at
000bc40d-a4a1-410b-95ac-be3145cb9c81,27404307-72b4-4518-a32c-ce15384915d9,6bf245f8-9743-4b7b-ab78-dc0cdd591c6c,29,208,2026-04-06 01:37:36.315955+00
0af9d3cd-11c0-45d0-afc1-29d2e1a47b65,27404307-72b4-4518-a32c-ce15384915d9,f9410110-ec63-4a83-ad54-2b5df48b9140,22,195,2026-04-06 01:37:36.315955+00
14e1c031-b317-48d9-876d-c122f78af22d,27404307-72b4-4518-a32c-ce15384915d9,c8b7ea0d-f644-44ff-b89b-a0e352ff3cec,31,218,2026-04-06 01:37:36.315955+00
186f29cc-4077-4884-bf88-2da37adf1e6b,27404307-72b4-4518-a32c-ce15384915d9,abe5e91c-2516-47f8-98a7-2b1e70ab13b1,30,198,2026-04-06 01:37:36.315955+00
1ec9bef3-80e6-4eb5-b4d1-661b74880ac0,27404307-72b4-4518-a32c-ce15384915d9,4f4c26c5-21c6-4a45-b9ab-141ea2936063,25,188,2026-04-06 01:37:36.315955+00
3026f6c0-68b2-4016-b8df-f9ba3a98b8d4,27404307-72b4-4518-a32c-ce15384915d9,46a30c5e-11ff-4c44-aa31-29a606850f82,20,167,2026-04-06 01:37:36.315955+00
3234b90d-1c38-4570-bb61-03bc51bbad34,27404307-72b4-4518-a32c-ce15384915d9,30bc182e-979b-4f58-b596-67c45a4d2faf,2,7,2026-04-06 01:37:36.315955+00
43b770df-8d34-4a68-8eda-43dd94118767,27404307-72b4-4518-a32c-ce15384915d9,f3b179ce-265d-4bf0-8c6c-a641504ea802,26,184,2026-04-06 01:37:36.315955+00
5e98d820-9449-4dd8-bdd4-48aad25dd6a1,27404307-72b4-4518-a32c-ce15384915d9,ceb258ce-454a-4b5f-9321-73fd28390495,29,197,2026-04-06 01:37:36.315955+00
6b16dbfd-2a01-43a1-84cc-e2c265bc9af8,27404307-72b4-4518-a32c-ce15384915d9,e04c559e-ca37-400e-b70d-64cc03eb3361,18,173,2026-04-06 01:37:36.315955+00
7ce05cb5-38ed-4494-becf-1b891c3608f6,27404307-72b4-4518-a32c-ce15384915d9,9a205562-9e06-49d8-865b-a0dfb3de0b20,23,193,2026-04-06 01:37:36.315955+00
81786d4f-06b4-415d-be7c-3668e9eed436,27404307-72b4-4518-a32c-ce15384915d9,95f43b8d-de0d-4dd2-a9bb-0cdfe02e247a,27,208,2026-04-06 01:37:36.315955+00
847f71c1-e4b5-4ef6-af09-382babcd43e5,27404307-72b4-4518-a32c-ce15384915d9,6a57188f-50ad-4d66-88e5-64236a293c32,23,198,2026-04-06 01:37:36.315955+00
8a2c9fc6-7089-4fb9-a379-3b4c2eb7591a,27404307-72b4-4518-a32c-ce15384915d9,66022633-1ced-4920-a431-b74b54e98345,21,164,2026-04-06 01:37:36.315955+00
8b38e657-45f6-4706-97aa-0237a0973b11,27404307-72b4-4518-a32c-ce15384915d9,f9aa08c8-da66-4064-a39a-3225dadaa1d0,14,175,2026-04-06 01:37:36.315955+00
8c9f6a7c-bf0e-4c99-86b6-44736649de8c,27404307-72b4-4518-a32c-ce15384915d9,7151cae2-f54e-4f88-9e6a-8ab7fe755160,22,185,2026-04-06 01:37:36.315955+00
96b8677b-5665-44d1-8c7e-8c9de6096296,27404307-72b4-4518-a32c-ce15384915d9,a98cac4a-9401-4a97-b8e6-93a7caee47e9,37,230,2026-04-06 01:37:36.315955+00
96d8754e-7846-4d57-8ec5-6058a2b6a94f,27404307-72b4-4518-a32c-ce15384915d9,c2011527-da58-4568-97f9-ec5c223ead8e,21,177,2026-04-06 01:37:36.315955+00
9a0fd38e-7033-4e88-b804-c1a42c3ef744,27404307-72b4-4518-a32c-ce15384915d9,78c6e1c2-6f06-4cf7-8a82-54f62c0e9504,25,202,2026-04-06 01:37:36.315955+00
9d80e520-864f-4794-b4c9-698d8afabc44,27404307-72b4-4518-a32c-ce15384915d9,298651b6-b5d4-4875-a636-799edae79a84,21,155,2026-04-06 01:37:36.315955+00
a2059573-bc8f-4042-92a5-09c12657337b,27404307-72b4-4518-a32c-ce15384915d9,857f0ddb-bbf7-490f-89e7-c393913d1937,20,185,2026-04-06 01:37:36.315955+00
a43a5e16-cbc3-42bd-90b8-6a4089e6bfca,27404307-72b4-4518-a32c-ce15384915d9,584d969b-f2c5-4e89-a226-9d5d47bebe23,20,186,2026-04-06 01:37:36.315955+00
a684f446-704b-446b-8291-2289d429e38c,27404307-72b4-4518-a32c-ce15384915d9,182f8371-048a-4f6e-b95d-149f368c3c44,24,169,2026-04-06 01:37:36.315955+00
a7924584-39a6-4902-81aa-ba78446f2e9a,27404307-72b4-4518-a32c-ce15384915d9,c4d0c372-0a8c-445d-9994-fe871e8eb544,27,185,2026-04-06 01:37:36.315955+00
a7eccd84-0d16-4ea8-9c0c-88aa37705eb5,27404307-72b4-4518-a32c-ce15384915d9,71913bf1-3c89-4850-a771-b807bac56136,23,181,2026-04-06 01:37:36.315955+00
a9d7cd42-4f1a-41b1-a504-01d04a6b724c,27404307-72b4-4518-a32c-ce15384915d9,e2ffaf02-f17f-4be3-b3ee-651d39315af1,25,194,2026-04-06 01:37:36.315955+00
ab3d530f-a769-487e-b650-75bfed14fac5,27404307-72b4-4518-a32c-ce15384915d9,b782ca87-97a5-4e94-96b3-fda9d7a93d5d,30,213,2026-04-06 01:37:36.315955+00
ac6e49ac-c6b6-4552-b430-92d7b0d4b515,27404307-72b4-4518-a32c-ce15384915d9,8ed10184-c01b-4913-be71-bf7b48b8163a,20,168,2026-04-06 01:37:36.315955+00
c20a92ab-59e2-4031-a0af-e86ac578e8b2,27404307-72b4-4518-a32c-ce15384915d9,49f48e02-6af0-4107-8f27-29f67efc4c3a,25,200,2026-04-06 01:37:36.315955+00
ce010c53-27e3-4a44-8a9c-077c6bd88498,27404307-72b4-4518-a32c-ce15384915d9,3d18f1c8-de23-4c6d-b843-8241da5d994e,39,226,2026-04-06 01:37:36.315955+00
